Nodes,Edges,Latitude,Longitude
"Centre of Nanoheterostructure Physics, Ioffe Physical-Technical Institute, Russian Academy of Sciences, Saint Petersburg, Russia","Stelmakh Research and Development Institute Polyus, Moscow, Russia",59.938732,30.316229
"Stelmakh Research and Development Institute Polyus, Moscow, Russia","Centre of Nanoheterostructure Physics, Ioffe Physical-Technical Institute, Russian Academy of Sciences, Saint Petersburg, Russia",55.625578,37.6063916
"Department of Electrical and Computer Engineering, University of Victoria, Victoria, BC, Canada",,55.001251,-125.002441
"Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ONT, Canada",,50.000678,-86.000977
"NTT Photonics Laboratories, Kanagawa, Japan",,35.4342935,139.374753
"Innolume Gmbh, Dortmund, Germany","School of Physics and Astronomy, University of St Andrews, Saint Andrews, UK",51.5142273,7.4652789
"Innolume Gmbh, Dortmund, Germany","Department of Materials Science and Engineering, University of Sheffield, Sheffield, UK",51.5142273,7.4652789
"Innolume Gmbh, Dortmund, Germany","Department of Electronic and Electrical Engineering, University of Sheffield, Sheffield, UK",51.5142273,7.4652789
"Department of Electronic and Electrical Engineering, University of Sheffield, Sheffield, UK","Innolume Gmbh, Dortmund, Germany",53.3806626,-1.4702278
"Department of Electronic and Electrical Engineering, University of Sheffield, Sheffield, UK","School of Physics and Astronomy, University of St Andrews, Saint Andrews, UK",53.3806626,-1.4702278
"Department of Electronic and Electrical Engineering, University of Sheffield, Sheffield, UK","Department of Materials Science and Engineering, University of Sheffield, Sheffield, UK",53.3806626,-1.4702278
"Department of Materials Science and Engineering, University of Sheffield, Sheffield, UK","Innolume Gmbh, Dortmund, Germany",53.3806626,-1.4702278
"Department of Materials Science and Engineering, University of Sheffield, Sheffield, UK","School of Physics and Astronomy, University of St Andrews, Saint Andrews, UK",53.3806626,-1.4702278
"Department of Materials Science and Engineering, University of Sheffield, Sheffield, UK","Department of Electronic and Electrical Engineering, University of Sheffield, Sheffield, UK",53.3806626,-1.4702278
"School of Physics and Astronomy, University of St Andrews, Saint Andrews, UK","Innolume Gmbh, Dortmund, Germany",56.3403902,-2.7955844
"School of Physics and Astronomy, University of St Andrews, Saint Andrews, UK","Department of Materials Science and Engineering, University of Sheffield, Sheffield, UK",56.3403902,-2.7955844
"School of Physics and Astronomy, University of St Andrews, Saint Andrews, UK","Department of Electronic and Electrical Engineering, University of Sheffield, Sheffield, UK",56.3403902,-2.7955844
"Laboratory Photonics Kharkov, National University of Radioelectronics, Kharkov, Ukraine","Department of Information and Communications, Gwangju Institute of Science and Technology, Gwangju, South Korea",49.9923181,36.2310146
"Laboratory Photonics Kharkov, National University of Radioelectronics, Kharkov, Ukraine","Departamento de Electronica, FIMEE, Guanajuato University, Salamanca, Mexico",49.9923181,36.2310146
"Departamento de Electronica, FIMEE, Guanajuato University, Salamanca, Mexico","Laboratory Photonics Kharkov, National University of Radioelectronics, Kharkov, Ukraine",20.65232455,-101.16684156787476
"Departamento de Electronica, FIMEE, Guanajuato University, Salamanca, Mexico","Department of Information and Communications, Gwangju Institute of Science and Technology, Gwangju, South Korea",20.65232455,-101.16684156787476
"Fraunhofer-Institut für Angewandte Festkörperphysik, Freiburg im Breisgau, Germany",,47.9960901,7.8494005
"Karlsruhe Institute for Technology (KIT), Institute for Microstructure Technology, Karlsruhe, Germany","Karlsruhe Institute for Technology (KIT), Light Technology Institute (LTI), Karlsruhe, Germany",49.0068705,8.4034195
"Karlsruhe Institute for Technology (KIT), Institute for Microstructure Technology, Karlsruhe, Germany","Karlsruhe Institute for Technology (KIT), Institut für Angewandte Physik, Karlsruhe, Germany",49.0068705,8.4034195
"Karlsruhe Institute for Technology (KIT), Light Technology Institute (LTI), Karlsruhe, Germany","Karlsruhe Institute for Technology (KIT), Institut für Angewandte Physik, Karlsruhe, Germany",49.0068705,8.4034195
"Karlsruhe Institute for Technology (KIT), Light Technology Institute (LTI), Karlsruhe, Germany","Karlsruhe Institute for Technology (KIT), Institute for Microstructure Technology, Karlsruhe, Germany",49.0068705,8.4034195
"Karlsruhe Institute for Technology (KIT), Institut für Angewandte Physik, Karlsruhe, Germany","Karlsruhe Institute for Technology (KIT), Light Technology Institute (LTI), Karlsruhe, Germany",49.0068705,8.4034195
"Karlsruhe Institute for Technology (KIT), Institut für Angewandte Physik, Karlsruhe, Germany","Karlsruhe Institute for Technology (KIT), Institute for Microstructure Technology, Karlsruhe, Germany",49.0068705,8.4034195
"Departament d’Enginyeria Electrònica, Escola d’Enginyeria, Universitat Autònoma de Barcelona, Bellaterra, Spain",,41.5025932,2.0800563
"Department of Electrical and Computer Engineering, University of California, Santa Barbara, CA, USA","Bell Laboratories, Holmdel, NJ, USA",36.7014631,-118.755997
"Bell Laboratories, Holmdel, NJ, USA","Department of Electrical and Computer Engineering, University of California, Santa Barbara, CA, USA",40.0757384,-74.4041622
"Department of Electrical Engineering-Electrophysics, University of Southern California, Los Angeles, CA, USA",,36.7014631,-118.755997
"DTU Fotonik, Department of Photonics Engineering, Technical University of Denmark, Kongens Lyngby, Denmark",,55.7718649,12.5051413
"Department of Electronics Engineering, Pusan National University, Pusan, Republic of Korea",,35.1799528,129.0752365
"State Key Laboratory on Integrated Optoelectronics, Jilin University, Changchun, China",,43.8844201,125.3180998
"Department of Electronics Engineering, Chungnam National University, Daejeon, South Korea","Department of Semiconductor Processing Equipment, Semiconductor Convergence Campus of Korea Polytechnics College, Anseong, South Korea",36.3497007,127.3849016
"Department of Electronics Engineering, Chungnam National University, Daejeon, South Korea","Department of Semiconductor Design, Semiconductor Convergence Campus of Korea Polytechnics College, Anseong, South Korea",36.3497007,127.3849016
"Department of Semiconductor Processing Equipment, Semiconductor Convergence Campus of Korea Polytechnics College, Anseong, South Korea","Department of Electronics Engineering, Chungnam National University, Daejeon, South Korea",37.007773,127.279971
"Department of Semiconductor Processing Equipment, Semiconductor Convergence Campus of Korea Polytechnics College, Anseong, South Korea","Department of Semiconductor Design, Semiconductor Convergence Campus of Korea Polytechnics College, Anseong, South Korea",37.007773,127.279971
"Department of Semiconductor Design, Semiconductor Convergence Campus of Korea Polytechnics College, Anseong, South Korea","Department of Electronics Engineering, Chungnam National University, Daejeon, South Korea",37.007773,127.279971
"Department of Semiconductor Design, Semiconductor Convergence Campus of Korea Polytechnics College, Anseong, South Korea","Department of Semiconductor Processing Equipment, Semiconductor Convergence Campus of Korea Polytechnics College, Anseong, South Korea",37.007773,127.279971
"Lightwave Communications Laboratory, Princeton University, Princeton, NJ, USA",,40.0757384,-74.4041622
"Applied Physics Research Group (APHY), Vrije Universiteit Brussel, Brussels, Belgium","COBRA Research Institute, Eindhoven University of Technology, Eindhoven, MB, The Netherlands",50.8550018,4.3512333761166175
"COBRA Research Institute, Eindhoven University of Technology, Eindhoven, MB, The Netherlands","Applied Physics Research Group (APHY), Vrije Universiteit Brussel, Brussels, Belgium",51.3050486,-0.1455647
"Departament de Física i Enginyeria Nuclear, Universitat Poliltècnica de Catalunya, Terrassa, Spain",,41.5629623,2.0100492
"Center of Information Photonics and Communications, Southwest Jiaotong University, Chengdu, China",,30.6598628,104.0633717
"Department of Electrical and Computer Engineering, National University of Singapore, Singapore, Singapore","School of Electrical and Electrical Engineering, Nanyang Technological University, Singapore, Singapore",1.357107,103.8194992
"School of Electrical and Electrical Engineering, Nanyang Technological University, Singapore, Singapore","Department of Electrical and Computer Engineering, National University of Singapore, Singapore, Singapore",1.357107,103.8194992
"Faculty of Engineering, Shizuoka University, Hamamatsu, Japan","Graduate School of Engineering, Shizuoka University, Hamamatsu, Japan",34.7109786,137.7259431
"Graduate School of Engineering, Shizuoka University, Hamamatsu, Japan","Faculty of Engineering, Shizuoka University, Hamamatsu, Japan",34.7109786,137.7259431
"Graduate School of System Informatics, Kobe University, Kobe, Japan","Graduate School of Science, Technology and Innovation, Kobe University, Kobe, Japan",34.6932379,135.1943764
"Graduate School of Science, Technology and Innovation, Kobe University, Kobe, Japan","Graduate School of System Informatics, Kobe University, Kobe, Japan",34.6932379,135.1943764
"Inter-University Semiconductor Research Center, Seoul National University, Seoul, Korea",,37.5666791,126.9782914
"Nagasaki Design Center, Sony Design Incorporation, Nagasaki, Japan","Semiconductor Technology Development Group, Semiconductor Business Unit, Sony Corporation, Kanagawa, Japan",33.1154683,129.7874339
"Semiconductor Technology Development Group, Semiconductor Business Unit, Sony Corporation, Kanagawa, Japan","Nagasaki Design Center, Sony Design Incorporation, Nagasaki, Japan",35.4342935,139.374753
"Center of Photonics and Optoelectronic Materials, Department of Electrical Engineering and the Princeton Materials Institute, Princeton University, Princeton, NJ, USA",,40.0757384,-74.4041622
"Institute of Theoretical Physics, Warsaw University of Technology, Warsaw, Poland","Laboratory for Nanoelectronics and Spintronics,Research Institute of Electrical Communication, University of Tohoku, Sendai, Japan",52.2319581,21.0067249
"Laboratory for Nanoelectronics and Spintronics,Research Institute of Electrical Communication, University of Tohoku, Sendai, Japan","Institute of Theoretical Physics, Warsaw University of Technology, Warsaw, Poland",38.2677554,140.8691498
"Oriental Semiconductor Technology Company Limited, Shanghai, China",,31.2312707,121.4700152
"RtP1/MFD2-SCO Department, Robert Bosch GmbH, Reutlingen, Germany","Institute for Material Handling and Logistics, Karlsruhe Institute of Technology, Karlsruhe, Germany",48.4919508,9.2114144
"Institute for Material Handling and Logistics, Karlsruhe Institute of Technology, Karlsruhe, Germany","RtP1/MFD2-SCO Department, Robert Bosch GmbH, Reutlingen, Germany",49.0068705,8.4034195
"Centre for Device Thermography and Reliability, H H Wills Physics Laboratory, University of Bristol, Bristol, U.K.","National Key Discipline Laboratory of Wide Bandgap Semiconductor Technology, School of Advanced Materials and Nanotechnology, Xidian University, Xi’an, China",51.4538022,-2.5972985
"Centre for Device Thermography and Reliability, H H Wills Physics Laboratory, University of Bristol, Bristol, U.K.","National Key Discipline Laboratory of Wide Bandgap Semiconductor Technology, School of Microelectronics, Xidian University, Xi’an, China",51.4538022,-2.5972985
"National Key Discipline Laboratory of Wide Bandgap Semiconductor Technology, School of Advanced Materials and Nanotechnology, Xidian University, Xi’an, China","Centre for Device Thermography and Reliability, H H Wills Physics Laboratory, University of Bristol, Bristol, U.K.",34.2607713,108.9423443
"National Key Discipline Laboratory of Wide Bandgap Semiconductor Technology, School of Advanced Materials and Nanotechnology, Xidian University, Xi’an, China","National Key Discipline Laboratory of Wide Bandgap Semiconductor Technology, School of Microelectronics, Xidian University, Xi’an, China",34.2607713,108.9423443
"National Key Discipline Laboratory of Wide Bandgap Semiconductor Technology, School of Microelectronics, Xidian University, Xi’an, China","Centre for Device Thermography and Reliability, H H Wills Physics Laboratory, University of Bristol, Bristol, U.K.",34.2607713,108.9423443
"National Key Discipline Laboratory of Wide Bandgap Semiconductor Technology, School of Microelectronics, Xidian University, Xi’an, China","National Key Discipline Laboratory of Wide Bandgap Semiconductor Technology, School of Advanced Materials and Nanotechnology, Xidian University, Xi’an, China",34.2607713,108.9423443
"Institute for Microelectronics, Technical University Vienna, Vienna, Austria",,48.2083537,16.3725042
"Fujian Province Key Laboratory of Semiconductors and Applications, Collaborative Innovation Center for Optoelectronic Semiconductors and Efficient Devices, Xiamen University, Xiamen, China",,24.5438732,118.0768065
"WCU Hybrid Materials Program, Department of Materials Science and Engineering and Inter-university Semiconductor Research Center, Seoul National University, Seoul, South Korea",,37.5666791,126.9782914
"Strategy Planning Group, TowerJazz Panasonic Semiconductor Company, Ltd., Uozu, Japan",,36.8170731,137.4182725
"State Key Discipline Laboratory of Wide Band Gap Semiconductor Technology, Xidian University, Xi'an, China",,34.2607713,108.9423443
"R&D division, Hynix Semiconductor, Inc., Kyounggi, South Korea","Department of Ceramic Engineering, Yonsei University, Seoul, South Korea",,
"Department of Ceramic Engineering, Yonsei University, Seoul, South Korea","R&D division, Hynix Semiconductor, Inc., Kyounggi, South Korea",37.5666791,126.9782914
"Advanced Services Engineering Applied Materials, Inc., Singapore","Advanced Services Engineering Applied Materials, Inc., Austin, TX, USA",,
"Advanced Services Engineering Applied Materials, Inc., Singapore","Advanced Services Engineering Applied Materials, Inc., Colorado Springs, CO, USA",,
"Advanced Services Engineering Applied Materials, Inc., Colorado Springs, CO, USA","Advanced Services Engineering Applied Materials, Inc., Austin, TX, USA",38.7251776,-105.607716
"Advanced Services Engineering Applied Materials, Inc., Colorado Springs, CO, USA","Advanced Services Engineering Applied Materials, Inc., Singapore",38.7251776,-105.607716
"Advanced Services Engineering Applied Materials, Inc., Austin, TX, USA","Advanced Services Engineering Applied Materials, Inc., Singapore",31.2638905,-98.5456116
"Advanced Services Engineering Applied Materials, Inc., Austin, TX, USA","Advanced Services Engineering Applied Materials, Inc., Colorado Springs, CO, USA",31.2638905,-98.5456116
"Elemental Scientific, Omaha, NE, USA","Korea Electronic Technology Institute, Seongnam, South Korea",41.7370229,-99.5873816
"Elemental Scientific, Omaha, NE, USA","Department of Chemistry, Dankook University, Cheonan, South Korea",41.7370229,-99.5873816
"Elemental Scientific, Omaha, NE, USA","Elemental Scientific Lasers LLC, Bozeman, MT, USA",41.7370229,-99.5873816
"Department of Chemistry, Dankook University, Cheonan, South Korea","Korea Electronic Technology Institute, Seongnam, South Korea",36.8150283,127.1140654
"Department of Chemistry, Dankook University, Cheonan, South Korea","Elemental Scientific Lasers LLC, Bozeman, MT, USA",36.8150283,127.1140654
"Department of Chemistry, Dankook University, Cheonan, South Korea","Elemental Scientific, Omaha, NE, USA",36.8150283,127.1140654
"Elemental Scientific Lasers LLC, Bozeman, MT, USA","Korea Electronic Technology Institute, Seongnam, South Korea",47.3752671,-109.638757
"Elemental Scientific Lasers LLC, Bozeman, MT, USA","Department of Chemistry, Dankook University, Cheonan, South Korea",47.3752671,-109.638757
"Elemental Scientific Lasers LLC, Bozeman, MT, USA","Elemental Scientific, Omaha, NE, USA",47.3752671,-109.638757
"Korea Electronic Technology Institute, Seongnam, South Korea","Department of Chemistry, Dankook University, Cheonan, South Korea",37.4201556,127.1262092
"Korea Electronic Technology Institute, Seongnam, South Korea","Elemental Scientific Lasers LLC, Bozeman, MT, USA",37.4201556,127.1262092
"Korea Electronic Technology Institute, Seongnam, South Korea","Elemental Scientific, Omaha, NE, USA",37.4201556,127.1262092
"Department of Electrical and Electronics Engineering, Siirt University, Siirt, Turkey","Institute of Science, Siirt University, Siirt, Turkey",37.8646916,42.0510294
"Institute of Science, Siirt University, Siirt, Turkey","Department of Electrical and Electronics Engineering, Siirt University, Siirt, Turkey",37.8646916,42.0510294
"State Key Laboratory of Advanced Power Semiconductor Devices, Zhuzhou CRRC Times Semiconductor Co., Ltd., Zhuzhou, China","School of Electronic Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China",27.049812,113.55087
"School of Electronic Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China","State Key Laboratory of Advanced Power Semiconductor Devices, Zhuzhou CRRC Times Semiconductor Co., Ltd., Zhuzhou, China",30.6598628,104.0633717
"Knowledge Media Laboratory, Corporate Research and Development Center, Toshiba Corporation, Kawasaki, Japan",,35.5305307,139.7028012
"Microsystem and Terahertz Research Center, China Academy of Engineering Physics, Chengdu, China","Chinese Academy of Sciences, Institute of Semiconductor, Beijing, China",30.6598628,104.0633717
"Chinese Academy of Sciences, Institute of Semiconductor, Beijing, China","Microsystem and Terahertz Research Center, China Academy of Engineering Physics, Chengdu, China",39.9057136,116.3912972
"Physical Chemistry, Linz Institute for Organic Solar Cells, Johannes Kepler University Linz, Linz, Austria","Soft Matter Physics Department, Johannes Kepler University Linz, Linz, Austria",48.3059078,14.286198
"Soft Matter Physics Department, Johannes Kepler University Linz, Linz, Austria","Physical Chemistry, Linz Institute for Organic Solar Cells, Johannes Kepler University Linz, Linz, Austria",48.3059078,14.286198
"Huawei Technologies Company Ltd., Shenzhen, China","Department of Nano/Micro-Electronics, Shanghai Jiao Tong University, Shanghai, China",22.5445741,114.0545429
"Huawei Technologies Company Ltd., Shenzhen, China","Department of Electronic Engineering, Shanghai Jiao Tong University, Shanghai, China",22.5445741,114.0545429
"Department of Nano/Micro-Electronics, Shanghai Jiao Tong University, Shanghai, China","Huawei Technologies Company Ltd., Shenzhen, China",31.2312707,121.4700152
"Department of Nano/Micro-Electronics, Shanghai Jiao Tong University, Shanghai, China","Department of Electronic Engineering, Shanghai Jiao Tong University, Shanghai, China",31.2312707,121.4700152
"Department of Electronic Engineering, Shanghai Jiao Tong University, Shanghai, China","Huawei Technologies Company Ltd., Shenzhen, China",31.2312707,121.4700152
"Department of Electronic Engineering, Shanghai Jiao Tong University, Shanghai, China","Department of Nano/Micro-Electronics, Shanghai Jiao Tong University, Shanghai, China",31.2312707,121.4700152
"Electrical and Computer Engineering Department, Faculty of Engineering, King Abdulaziz University, Jeddah, Saudi Arabia","Key Laboratory of Wide Band Gap Semiconductor Materials and Devices, School of Microelectronics, Xidian University, Xi’an, China",21.5810088,39.1653612
"National Engineering Laboratory for TFT-LCD Materials and Technologies, Department of Electronic Engineering, Shanghai Jiao Tong University, Shanghai, China",,31.2312707,121.4700152
"Advanced Optoelectronic Technology Center, Department of Electrical Engineering, Institute of Microelectronics, National Cheng Kung University, Tainan, Taiwan","Department of Electronic Engineering, Feng Chia University, Taichung, Taiwan",22.9912348,120.184982
"Department of Industrial Engineering, Arizona State University, Tempe, AZ, USA","Department of Management, Kansas State University, Manhattan, KS, USA",34.395342,-111.763275
"Department of Industrial Engineering, Arizona State University, Tempe, AZ, USA","Department of Industrial Engineering, University of Washington, Seattle, WA, USA",34.395342,-111.763275
"Department of Management, Kansas State University, Manhattan, KS, USA","Department of Industrial Engineering, Arizona State University, Tempe, AZ, USA",38.27312,-98.5821872
"Department of Management, Kansas State University, Manhattan, KS, USA","Department of Industrial Engineering, University of Washington, Seattle, WA, USA",38.27312,-98.5821872
"Department of Industrial Engineering, University of Washington, Seattle, WA, USA","Department of Management, Kansas State University, Manhattan, KS, USA",47.2868352,-120.212613
"Department of Industrial Engineering, University of Washington, Seattle, WA, USA","Department of Industrial Engineering, Arizona State University, Tempe, AZ, USA",47.2868352,-120.212613
"Department of Electrical Engineering, University of South Carolina (UofSC), Columbia, SC, USA",,33.6874388,-80.4363743
"Robotics Laboratory, Department of Mechanical Engineering, National Taiwan University, Taipei, Taiwan",,25.0375198,121.5636796
"Department of Electrical Engineering, University of Colorado Boulder, Boulder, CO, USA",,38.7251776,-105.607716
"Dipartimento di Elettronica and Photon Laboratory, Politecnico di Turino, Torino, Italy",,45.0677551,7.6824892
"Key Laboratory of Semiconductor Material Sciences, Institute of Semiconductors, Chinese Academy of Sciences, Beijing Key Laboratory of Low Dimensional Semiconductor Materials and Devices, Beijing, China",,39.9057136,116.3912972
"Motorola Semiconductor Products, Compound Semiconductor One, Tempe, AZ, USA",,34.395342,-111.763275
"DTU Department of Communications, Optics and Materials, Nano DTU, Technical University of Denmark, Lyngby, Denmark",,55.7718649,12.5051413
"Department of Engineering, Cambridge University, Cambridge, U.K.","Department of Energy Technology, Aalborg University, Aalborg, Denmark",52.2055314,0.1186637
"Department of Energy Technology, Aalborg University, Aalborg, Denmark","Department of Engineering, Cambridge University, Cambridge, U.K.",57.0462626,9.9215263
"Athens Information Technology Center, Athens, Greece","Institute of High-Frequency and Quantum Electronics, University of Karlsruhe, Karlsruhe, Germany",37.9755648,23.7348324
"Institute of High-Frequency and Quantum Electronics, University of Karlsruhe, Karlsruhe, Germany","Athens Information Technology Center, Athens, Greece",49.0068705,8.4034195
"Department of Microtechnology and Nanoscience (MC2), Chalmers, University of Technology, Goteborg, Sweden","College of Optical Sciences, University of Arizona, Tucson, AZ, USA",57.7072326,11.9670171
"College of Optical Sciences, University of Arizona, Tucson, AZ, USA","Department of Microtechnology and Nanoscience (MC2), Chalmers, University of Technology, Goteborg, Sweden",34.395342,-111.763275
"National Laboratory of Solid State Microstructure, College of Engineering and Applied Sciences, Nanjing University, Nanjing, China","School of Mathematics and Physics and Chemical Engineering, Changzhou Institute of Technology, Changzhou, China",32.0615513,118.7915619
"School of Mathematics and Physics and Chemical Engineering, Changzhou Institute of Technology, Changzhou, China","National Laboratory of Solid State Microstructure, College of Engineering and Applied Sciences, Nanjing University, Nanjing, China",31.8122623,119.9691539
"Dipartimento di Elettronica e Informazione, Politecnico di Milano-IU.NET, Milano, Italy",,45.4641943,9.1896346
"Lawrence Berkeley National Laboratory, Berkeley, CA, USA",,36.7014631,-118.755997
"Data Storage Institute, ASTAR (Agency for Science, Technology and Research), Singapore","Department Electrical Engineering and Computer Science, Northwestern University, Evanston, IL, USA",,
"Department Electrical Engineering and Computer Science, Northwestern University, Evanston, IL, USA","Data Storage Institute, ASTAR (Agency for Science, Technology and Research), Singapore",40.0796606,-89.4337288
"Semiconductor Photonics Group, School of Physics, Trinity College Dublin, Dublin, Ireland",,53.3493795,-6.2605593
"Sharp Corporation, Yokkaichi, Japan","New Industry Creation Hatchery Center, University of Tohoku, Sendai, Japan",34.9648428,136.624845
"Sharp Corporation, Yokkaichi, Japan","Department of Electronic Engineering, Graduate School of Engineering, University of Tohoku, Sendai, Japan",34.9648428,136.624845
"Sharp Corporation, Yokkaichi, Japan","Seiko, Epson, Japan",34.9648428,136.624845
"Sharp Corporation, Yokkaichi, Japan","Toshiba Corporation, Yokkaichi, Japan",34.9648428,136.624845
"Toshiba Corporation, Yokkaichi, Japan","New Industry Creation Hatchery Center, University of Tohoku, Sendai, Japan",34.9648428,136.624845
"Toshiba Corporation, Yokkaichi, Japan","Sharp Corporation, Yokkaichi, Japan",34.9648428,136.624845
"Toshiba Corporation, Yokkaichi, Japan","Department of Electronic Engineering, Graduate School of Engineering, University of Tohoku, Sendai, Japan",34.9648428,136.624845
"Toshiba Corporation, Yokkaichi, Japan","Seiko, Epson, Japan",34.9648428,136.624845
"Seiko, Epson, Japan","New Industry Creation Hatchery Center, University of Tohoku, Sendai, Japan",36.2377554,137.95735218612143
"Seiko, Epson, Japan","Sharp Corporation, Yokkaichi, Japan",36.2377554,137.95735218612143
"Seiko, Epson, Japan","Department of Electronic Engineering, Graduate School of Engineering, University of Tohoku, Sendai, Japan",36.2377554,137.95735218612143
"Seiko, Epson, Japan","Toshiba Corporation, Yokkaichi, Japan",36.2377554,137.95735218612143
"Department of Electronic Engineering, Graduate School of Engineering, University of Tohoku, Sendai, Japan","New Industry Creation Hatchery Center, University of Tohoku, Sendai, Japan",38.2677554,140.8691498
"Department of Electronic Engineering, Graduate School of Engineering, University of Tohoku, Sendai, Japan","Sharp Corporation, Yokkaichi, Japan",38.2677554,140.8691498
"Department of Electronic Engineering, Graduate School of Engineering, University of Tohoku, Sendai, Japan","Seiko, Epson, Japan",38.2677554,140.8691498
"Department of Electronic Engineering, Graduate School of Engineering, University of Tohoku, Sendai, Japan","Toshiba Corporation, Yokkaichi, Japan",38.2677554,140.8691498
"New Industry Creation Hatchery Center, University of Tohoku, Sendai, Japan","Toshiba Corporation, Yokkaichi, Japan",38.2677554,140.8691498
"New Industry Creation Hatchery Center, University of Tohoku, Sendai, Japan","Sharp Corporation, Yokkaichi, Japan",38.2677554,140.8691498
"New Industry Creation Hatchery Center, University of Tohoku, Sendai, Japan","Department of Electronic Engineering, Graduate School of Engineering, University of Tohoku, Sendai, Japan",38.2677554,140.8691498
"New Industry Creation Hatchery Center, University of Tohoku, Sendai, Japan","Seiko, Epson, Japan",38.2677554,140.8691498
"Compound Semiconductor Technology, RWTH Aachen University, Aachen, Germany",,50.776351,6.083862
"Engineering Product Development (EPD) Pillar, Singapore University of Technology and Design, Singapore","Silicon Laboratories International, Singapore",1.3412637,103.9663537
"Silicon Laboratories International, Singapore","Engineering Product Development (EPD) Pillar, Singapore University of Technology and Design, Singapore",,
"Institute of Semiconductor Device Reliability Physics, Beijing University of Technology, Beijing, China","Center for Device Thermography and Reliability, University of Bristol, Bristol, U.K",39.9057136,116.3912972
"Institute of Semiconductor Device Reliability Physics, Beijing University of Technology, Beijing, China","Metrology and Maintenance Department, Hebei Semiconductor Research Institute, Shijiazhuang, China",39.9057136,116.3912972
"Metrology and Maintenance Department, Hebei Semiconductor Research Institute, Shijiazhuang, China","Center for Device Thermography and Reliability, University of Bristol, Bristol, U.K",38.0429742,114.5088385
"Metrology and Maintenance Department, Hebei Semiconductor Research Institute, Shijiazhuang, China","Institute of Semiconductor Device Reliability Physics, Beijing University of Technology, Beijing, China",38.0429742,114.5088385
"Center for Device Thermography and Reliability, University of Bristol, Bristol, U.K","Metrology and Maintenance Department, Hebei Semiconductor Research Institute, Shijiazhuang, China",51.4538022,-2.5972985
"Center for Device Thermography and Reliability, University of Bristol, Bristol, U.K","Institute of Semiconductor Device Reliability Physics, Beijing University of Technology, Beijing, China",51.4538022,-2.5972985
"Department of Electronics, Fukuoka Institute of Technology, Japan","Department of Information Science, Gifu University, Japan",33.6963746,130.44067320108286
"Department of Information Science, Gifu University, Japan","Department of Electronics, Fukuoka Institute of Technology, Japan",35.46440655,136.73798506778925
"Graduate School of Information, Production and Systems, Waseda University, Kitakyushu, Japan","NTT Device Technology Laboratories, NTT Corporation, Atsugi-shi, Japan",33.8829996,130.8749015
"NTT Device Technology Laboratories, NTT Corporation, Atsugi-shi, Japan","Graduate School of Information, Production and Systems, Waseda University, Kitakyushu, Japan",35.464797,139.323536
"Department of Electrical Engineering and Center for Solid State Electronics Research, Arizona State University, Tempe, AZ, USA","Department of Physics, Aubum University, Auburn, AL, USA",34.395342,-111.763275
"Department of Electrical Engineering and Center for Solid State Electronics Research, Arizona State University, Tempe, AZ, USA","Dow Corning Compound Semiconductor Solutions, L.L.C., Midland, MI, USA",34.395342,-111.763275
"Dow Corning Compound Semiconductor Solutions, L.L.C., Midland, MI, USA","Department of Physics, Aubum University, Auburn, AL, USA",43.6211955,-84.6824346
"Dow Corning Compound Semiconductor Solutions, L.L.C., Midland, MI, USA","Department of Electrical Engineering and Center for Solid State Electronics Research, Arizona State University, Tempe, AZ, USA",43.6211955,-84.6824346
"Department of Physics, Aubum University, Auburn, AL, USA","Dow Corning Compound Semiconductor Solutions, L.L.C., Midland, MI, USA",33.2588817,-86.8295337
"Department of Physics, Aubum University, Auburn, AL, USA","Department of Electrical Engineering and Center for Solid State Electronics Research, Arizona State University, Tempe, AZ, USA",33.2588817,-86.8295337
"Department of Electrical Engineering, Da-Yeh University, Changhua, Taiwan","Department of Electrical Engineering, National Chung Hsing University, Taichung, Taiwan",24.0755667,120.5444667
"Department of Electrical Engineering, Da-Yeh University, Changhua, Taiwan","Department of Materials Science and Engineering, Minghsin University of Science and Technology, Hsinchu, Taiwan",24.0755667,120.5444667
"Department of Electrical Engineering, National Chung Hsing University, Taichung, Taiwan","Department of Materials Science and Engineering, Minghsin University of Science and Technology, Hsinchu, Taiwan",24.163162,120.6478282
"Department of Electrical Engineering, National Chung Hsing University, Taichung, Taiwan","Department of Electrical Engineering, Da-Yeh University, Changhua, Taiwan",24.163162,120.6478282
"Department of Materials Science and Engineering, Minghsin University of Science and Technology, Hsinchu, Taiwan","Department of Electrical Engineering, National Chung Hsing University, Taichung, Taiwan",24.8066333,120.9686833
"Department of Materials Science and Engineering, Minghsin University of Science and Technology, Hsinchu, Taiwan","Department of Electrical Engineering, Da-Yeh University, Changhua, Taiwan",24.8066333,120.9686833
"Department of Electronics Engineering, Southern Taiwan University, Tainan County, Taiwan",,,
"Power Semiconductor Quality Assurance Department, Matsumoto Factory, Fuji EIectric Company Limited, Nagano, Japan","Core Technology Development Department, Matsumoto Factory, Fuji EIectric Company Limited, Nagano, Japan",36.1143945,138.0319015
"Power Semiconductor Quality Assurance Department, Matsumoto Factory, Fuji EIectric Company Limited, Nagano, Japan","IGBT Group, Development Department, Matsumoto Branch, Fuji Hitachi Power Semiconductor Company Limited, Nagano, Japan",36.1143945,138.0319015
