Title,Author(s),Journal,Year,# times Cited (Papers),# times Cited (Patents),URL,Affiliations,Countries,Abstract
"Study on 20 V LDMOS With Stepped-Gate-Oxide Structure for PMIC Applications: Design, Fabrication, and Characterization","[""Sue-Yi Chen"", ""Benjamin Liao"", ""Jia-Ching Dong"", ""Tim Wang"", ""Shu-Len Wang"", ""Hsiao-Ying Yang"", ""Yin-Wei Peng"", ""Shao-Chang Huang"", ""Jon-Yiew Gan""]",IEEE Transactions on Electron Devices,2022,0,0,https://ieeexplore.ieee.org/document/9648223/,"[""Department of Materials Science and Engineering, National Tsing Hua University, Hsinchu, Taiwan"", ""Vanguard International Semiconductor Corporation, Hsinchu, Taiwan""]","[""Taiwan""]","In this brief, a 20 V laterally diffused metal-oxide-semiconductor (LDMOS) device with the concept of stepped-gate-oxide (SGO) was fabricated with standard0.15 μmBCD technology. Compared with the conventional shallow-trench-isolation LDMOS (STI-LDMOS), the SGO structure features a straight conduction path on a silicon surface, based on our past development experience, and therefore, an ON-resistance reduction of about 20% can be obtained. This brief demonstrated the LDMOS from a power-switching perspective, considering both optimization design and characterization aspects. The optimum device was demonstrated withRON,spof 4.92mΩ⋅mm 2 , breakdown voltage (BV) of 23.8 V, and device figure of merit (FOM) of 20mΩ-nC. By combining with optimum power stage design, the buck converter efficiency showed 93.88% at low load condition and 93.98% at high load condition, achieving an outstanding dc–dc converting performance."
An MMI-Based Mode (DE)MUX by Varying the Waveguide Thickness of the Phase Shifter,"[""Fei Guo"", ""Dan Lu"", ""Ruikang Zhang"", ""Huitao Wang"", ""Songtao Liu"", ""Mengdie Sun"", ""Qiang Kan"", ""Chen Ji""]",IEEE Photonics Technology Letters,2016,14,0,https://ieeexplore.ieee.org/document/7542571/,"[""Chinese Academy of Sciences, Key Laboratory of Semiconductor Material Sciences and the Beijing Key Laboratory of Low Dimensional Semiconductor Materials and Devices Institute of Semiconductors, Beijing, China""]","[""China""]","A two-mode (de)multiplexer [(DE)MUX] based on multimode interference couplers on InP substrate is proposed and experimentally demonstrated. A phase shifting section with a variation of the waveguide thickness is introduced to precisely control the phase shift to realize 100% mode conversion efficiency and multiplexing. Performance analysis of the (DE)MUX is carried out numerically, showing excellent properties with insertion loss <;1.2 dB and crosstalk <;-18.4 dB for both the TE 0 and TE 1 mode within the whole C-band. The proposed device is also fabricated and demonstrated on InP substrate."
Evanescently Coupled Waveguide InGaAs UTC-PD Having an Over 21 GHz Bandwidth Under Zero Bias,"[""Siwei Sun"", ""Song Liang"", ""Junjie Xu"", ""Limeng Zhang"", ""Lu Guo"", ""Xiao Xie"", ""Hongliang Zhu"", ""Wei Wang""]",IEEE Photonics Technology Letters,2017,10,0,https://ieeexplore.ieee.org/document/7932516/,"[""Beijing Key Laboratory of Low Dimensional Semiconductor Materials and Devices, Beijing, China""]","[""China""]","The design and fabrication of an evanescently coupled waveguide InGaAs unitraveling-carrier photodiode (PD) are presented. Through doping the InGaAs absorption layer gradedly, a large built-in electric field can be obtained. As a result, a 4-μm-wide 15-μm-long PD has a bandwidth larger than 21 GHz at zero bias. Passive input waveguide is integrated monolithically with the PD by a simple process, which eases the integration of PD with other optical components."
Thermal management of optically pumped long-wavelength InP-based semiconductor disk lasers,"[""H. Lindberg"", ""M. Strassner"", ""E. Gerster"", ""J. Bengtsson"", ""A. Larsson""]",IEEE Journal of Selected Topics in Quantum Electronics,2005,47,0,https://ieeexplore.ieee.org/document/1564051/,"[""Laboratory of Materials and Semiconductor Physics, Department of Microelectronics & Information Technology, Royal Institute of Technology, Kista, Sweden"", ""Photonics Laboratory, Department of Microtechnology and Nanoscience, Chalmers University of Technology, Gothenburg, Sweden"", ""Department of Optoelectronics, University of Ulm (EBS), Ulm, Germany""]","[""Sweden"", ""Germany""]","We have developed a numerical model for investigating material heating and its effects on the performance of optically pumped InP-based long-wavelength semiconductor disk lasers. Material heating and optical wavefront distortion due to thermal lensing are analyzed, and different approaches to reduce the intrinsic material heating are investigated numerically and experimentally. The results obtained indicate that material heating is significant in such lasers due to the poor thermal properties of the InP-based epitaxial layers of the gain chip. Substrate removal is shown to be an insufficient method to reduce the material heating; instead, crystalline heat spreaders bonded to the gain chip surface provide a convenient way to reduce the thermal impedance. Important parameters for such heat spreaders are a high thermal conductivity and a low thermooptic coefficient (dn/dT). With the use of a synthetic diamond heat spreader, a maximum pump limited output power of 780 mW in a near diffraction limited beam (M/sup 2/<1.2) was demonstrated at -33/spl deg/C and 100 mW at room temperature."
Tailoring of Energy Band in Electron-Blocking Structure Enhancing the Efficiency of AlGaN-Based Deep Ultraviolet Light-Emitting Diodes,"[""Xiaoli Ji"", ""Jianchang Yan"", ""Yanan Guo"", ""Lili Sun"", ""Tongbo Wei"", ""Yun Zhang"", ""Junxi Wang"", ""Fuhua Yang"", ""Jinmin Li""]",IEEE Photonics Journal,2016,17,0,https://ieeexplore.ieee.org/document/7457213/,"[""State Key Laboratory of Solid-State Lighting, Beijing Engineering Research Center for the Third Generation Semiconductor Materials and Application, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China"", ""Engineering Research Center for Semiconductor Integrated Technologies, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China""]","[""China""]","Impact Statement:Electron-leakage is a deep-rooted problem for nitride-based light-emitting diodes (LEDs), which is crucial for AlGaN-based deep-ultraviolet (DUV) LEDs. We propose a specific design about the electron-blocking structure in AlGaN DUV LEDs to counter the issue. Simulation results demonstrate this design can effectively reduce electron leakage. Fabricated devices with 292 nm emitting wavelength verify remarkably enhanced light-output power.Electron-leakage is a deep-rooted problem for nitride-based light-emitting diodes (LEDs), particularly for AlGaN-based deep-ultraviolet (DUV) LEDs. In this paper, a specific design for the electron-blocking structure in AlGaN DUV LEDs, increasing the Al composition of the last quantum barrier to the same value as that of the electron-blocking layer accompanied with composition-graded p-AlGaN layer, is proposed to reduce electron leakage. Simulation results demonstrate that this design can effectively reduce electron leakage and hence increase internal quantum efficiency. Furthermore, fabricated devices with at an emitting wavelength of 292 nm verify remarkably enhanced light-output power. At 20-mA injection current, the proposed structure achieved a light-output increment as high as 98%, compared with the conventional structure."
High-Uniformity and High Drain Current Density Enhancement-Mode AlGaN/GaN Gates-Seperating Groove HFET,"[""Yuangang Wang"", ""Yuanjie Lv"", ""Xingye Zhou"", ""Jiayun Yin"", ""Tingting Han"", ""Guodong Gu"", ""Xubo Song"", ""Xin Tan"", ""Shaobo Dun"", ""Hongyu Guo"", ""Yulong Fang"", ""Zhihong Feng"", ""Shujun Cai""]",IEEE Journal of the Electron Devices Society,2018,8,0,https://ieeexplore.ieee.org/document/8121975/,"[""National Key Laboratory of Application Specific Integrated Circuit, Hebei Semiconductor Research Institute, Shijiazhuang, China""]","[""China""]","In this paper, we report on a novel E-mode AlGaN/GaN gates-seperating groove heterostructure field-effect transistor (GSG HFET). The current turn-on/off is controlled by changing gate voltage to regulate the horizontal energy band between the double gates. A threshold voltage of 0.23 V and a high drain current density of 851 mA/mm are obtained in GSG HFET. Compared with the proposed depletion-mode device, the maximum drain current of the GSG HFET deceases slightly (about 7%). It is noteworthy that the threshold voltage is less sensitive to the etching time. The devices show high-uniformity threshold voltage of 0.23 V within wide etching time range from 5 to 9 min."
GaN-Based Frequency Doubler With Pulsed Output Power Over 1 W at 216 GHz,"[""Xubo Song"", ""Shixiong Liang"", ""Yuanjie Lv"", ""Zhenpeng Zhang"", ""Lisen Zhang"", ""Xingchang Fu"", ""Yanmin Guo"", ""Guodong Gu"", ""Yuangang Wang"", ""Yuan Fang"", ""Aimin Bu"", ""Shujun Cai"", ""Zhihong Feng""]",IEEE Electron Device Letters,2021,6,0,https://ieeexplore.ieee.org/document/9567695/,"[""National Key Laboratory of ASIC, Hebei Semiconductor Research Institute, Shijiazhuan, China""]","[""China""]","This letter reports a frequency doubler based on GaN Schottky barrier diodes (SBDs) with high pulse output power. An improved chip configuration with six anodes distributed in two rows was utilized to improve the power-handling capacity. An accurate diode model was developed from DC and small-signal S-parameters from 0.5 to 110 GHz. The frequency doubler was designed with a balanced structure and assembled with a flip-chip configuration. When a GaN-based high-power amplifier was used to drive the doubler, it delivered a peak output power of 1006 mW at 216 GHz with a corresponding conversion efficiency of 15%. The GaN-based frequency doubler shows potential for use in high-power terahertz source applications."
Investigation of Isoelectronic Doping in p-GaN Based on the Thermal Quenching of UVL Band,"[""Yang Huang"", ""Zhiqiang Liu"", ""Xiaoyan Yi"", ""Yao Guo"", ""Guodong Yuan"", ""JunXi Wang"", ""Guohong Wang"", ""Jinmin Li""]",IEEE Photonics Journal,2016,0,0,https://ieeexplore.ieee.org/document/7581116/,"[""Beijing Engineering Research Center for the Third Generation Semiconductor Materials and Application, Beijing, China"", ""R&D Center for Semiconductor Lighting, Chinese Academy of Sciences, Beijing, China""]","[""China""]","Impact Statement:A nondestructive diagnostic technique on the basis of thermal quenching of ultraviolet luminescence (UVL) band is proposed to acquire the dopant ionization energy of p-GaN grown with different trimethyindium (TMIn) flow rate, which reveals that isoelectronic doping with appropriate In incorporation is able to significantly reduce ionization energy of the acceptor, while excessive In incorporation will degenerate the conductivity of p-GaN.In this paper, isoelectronic doping with indium (In) in p-GaN is investigated on the basis of the thermal quenching of ultraviolet luminescence (UVL) band. A phenomenological rate-equation model is proposed as a nondestructive diagnostic technique to acquire the dopant ionization energy of p-GaN. In terms of this model, we analyze the evolution of the ionization energy of p-GaN samples grown with different trimethyindium flow rate and find that isoelectronic doping with appropriate In incorporation is able to significantly reduce the ionization energy of the acceptor from 245 to 112 meV, which are consistent with the results of the variable temperature Hall-effect measurements. The comparison between the samples’ full width at half maximum of the UVL band indicates that excessive In incorporation will degenerate the conductivity of p-GaN."
The ISGRI CdTe gamma camera in-flight performance,"[""F. Lebrun""]",IEEE Transactions on Nuclear Science,2005,4,0,https://ieeexplore.ieee.org/document/1589331/,"[""DAPNIA, CEA Saclay, Gif-sur-Yvette, France""]","[""France""]",The International Gamma-Ray Astrophysics Laboratory (INTEGRAL) soft gamma-ray imager (ISGRI) is the first large CdTe gamma camera ever built. It has provided faultless operations in space since the launch of INTEGRAL in October 2002. Here we give a general presentation of the system and pay particular attention to the noisy pixel handling. The observed effect of charged particles on the detectors and their integrated electronics is also presented. The in-flight detector evolution is detailed and the camera performance is reviewed
High-Density Power Conversion and Wide-Bandgap Semiconductor Power Electronics Switching Devices,"[""Krishna Shenai""]",Proceedings of the IEEE,2019,27,0,https://ieeexplore.ieee.org/document/8891896/,"[""eShakti Corporation, Naples, USA""]","[""United States""]","Power electronics switching devices made on wide-bandgap (WBG) semiconductors are known to have the potential to make a transformative impact on 21st century energy economy. However, their market penetration has been slow primarily due to high cost and unknown application-level reliability. This article presents a comprehensive report on the history, current state of the art, and impending challenges in WBG power semiconductor technologies in order to break open this gridlock."
On designing sub-70-nm semiconductor materials and processes,"[""V.V. Zhirnov"", ""R.K. Cavin"", ""D.J.C. Herr"", ""T.A. Wooldridge""]",IEEE Transactions on Semiconductor Manufacturing,2002,11,4,https://ieeexplore.ieee.org/document/999587/,"[""Semiconductor Research Corporation, Durham, NC, USA""]","[""United States""]","In this paper, the authors examine salient materials and processing technologies that we believe are necessary to sustain the continued cadence of mainstream silicon technology. Specifically, they discuss the need for technologies that yield atomically smooth interfaces and suggest that perhaps molecular beam epitaxy has reached the point where it can transition into mainstream silicon manufacturing. Patterning candidates for next generation lithography are discussed and the possible role of maskless patterning technologies is considered. The role of doping on the performance of projected future generation devices is discussed and the tradeoffs involved in the precise control of the number and location of dopants for devices in the far nanometer regime are considered. ESH issues and possible remedies for future generation processes are also briefly discussed."
Monolithic dual-wavelength high-power lasers for CD-R/DVD /spl plusmn/ R/RW/RAM,"[""S. Uchida"", ""S. Agatsuma"", ""N. Hoshi"", ""K. Tanno"", ""H. Iki"", ""S. Yoshida"", ""S. Satoh"", ""Y. Asano"", ""K. Sahara"", ""T. Yamamoto""]",IEEE Journal of Selected Topics in Quantum Electronics,2005,5,0,https://ieeexplore.ieee.org/document/1564054/,"[""Semiconductor Laser Department, Sony Corporation MSNC DSC, Tokyo, Japan"", ""Technology Department, Sony Shiroishi Semiconductor, Inc., Miyagi, Japan""]","[""Japan""]","The monolithic integration of a GaInP-based high-power red laser for DVD /spl plusmn/ R/RW/RAM and an AlGaAs-based high-power infrared laser for CD-R was successfully achieved for the first time. The monolithic device provides reliable output power of 200 mW for red lasers and 240 mW for infrared lasers, allowing writing speeds of 12/spl times/ for DVD-R and 48/spl times/ for CD-R. The kink power of AlGaInP DVD lasers is dramatically improved up to 300 mW from 220 mW even at the high temperature of 85/spl deg/C, due mainly to the reduction of the lateral leakage current. The beam separation is precisely controlled to be within 110/spl plusmn/1 /spl mu/m despite forming separately two ridge stripes."
Waveguide Mode Formation as a Potential Cause of Switch Failure in High-Power Wide-Bandgap Photoconductive Switches,"[""Timothy Wolfe"", ""Ashley Francis"", ""Derrick Langley"", ""James C. Petrosky"", ""Jason Roos"", ""Andrew Terzuoli"", ""Timothy Zens""]",IEEE Transactions on Plasma Science,2015,1,0,https://ieeexplore.ieee.org/document/7314964/,"[""Air Force Institute of Technology, Wright-Patterson AFB, OH, USA"", ""Autani, LLC, TN""]","[""TN"", ""United States""]","The integration of photoconductive semiconductor switches (PCSSs) into pulsed power systems may have improvements over conventional switching, but failure modes occurring near the illuminated edge of PCSS devices between switching operations present a serious limiting factor. While these failure modes have previously been difficult to characterize, this paper proposes a theory for a potential contributing source of failure supported by observations derived from the results of an FDTD simulation on an optically excited semiconductor switch. A computational analysis combining both solid-state and electromagnetic physical models reveals what appears to be an unintentional waveguide-like behavior in the optically excited plasma-filled PCSS device in strong agreement with the documented observations in the experiment. The net effect of nonuniform charge carrier generation as a result of waveguide-like mode formation is theoretically assessed, and the additional areas of investigation into this pivotal problem area in the PCSS design are suggested."
A broad-band MQW semiconductor optical amplifier with high saturation output power and low noise figure,"[""K. Morito"", ""S. Tanaka"", ""S. Tomabechi"", ""A. Kuramata""]",IEEE Photonics Technology Letters,2005,69,9,https://ieeexplore.ieee.org/document/1424071/,"[""Fujitsu Laboratories Limited, Atsugi, Japan""]","[""Japan""]","A broad-band semiconductor optical amplifier (SOA) that achieves both a high chip saturation output power and a low chip noise figure (NF) was developed by using a thin multiquantum well with low internal loss. The SOA exhibited a high chip saturation output power of >+19.6 dBm and a low chip NF of <4.5 dB over a 3-dB gain bandwidth of 120 nm (1450-1570 nm). For the amplification of optical signals modulated at 40-Gb/s nonreturn-to-zero format, a penalty-free amplification was confirmed up to an average chip output power of +18.1 dBm."
Reduced Recovery Time Semiconductor Optical Amplifier Using p-Type-Doped Multiple Quantum Wells,"[""L. Zhang"", ""I. Kang"", ""A. Bhardwaj"", ""N. Sauer"", ""S. Cabot"", ""J. Jaques"", ""D. T. Neilson""]",IEEE Photonics Technology Letters,2006,44,0,https://ieeexplore.ieee.org/document/1717529/,"[""Bell Laboratories, Lucent Technologies, Inc., Holmdel, NJ, USA""]","[""United States""]",The effect of p-type doping of the active region of multiple quantum-well (MQW) semiconductor optical amplifiers (SOAs) has been studied. Spectrogram measurements of the dynamics of the SOAs reveal that using p-doped barriers for the MQWs has significantly reduced both gain and phase recovery times. 1/e phase recovery times as short as 11 ps were demonstrated using this approach
Quantum-Dot Semiconductor Optical Amplifiers With Polarization-Independent Gains in 1.5-$\mu$ m Wavelength Bands,"[""Nami Yasuoka"", ""Kenichi Kawaguchi"", ""Hiroji Ebe"", ""Tomoyuki Akiyama"", ""Mitsuru Ekawa"", ""Ken Morito"", ""Mitsuru Sugawara"", ""Yasuhiro Arakawa""]",IEEE Photonics Technology Letters,2008,34,0,https://ieeexplore.ieee.org/document/4604716/,"[""Fujitsu Laboratories Limited, QD Laser, Inc., Atsugi, Kanagawa, Japan"", ""QD Laser, Inc., Atsugi, Kanagawa, Japan"", ""Institute of Nano Quantum Information Electronics (INQIE), Institute of Industrial Science (IIS), Research Center of Advanced Science and Technology (RCAST), University of Tokyo, Tokyo, Japan"", ""Fujitsu Laboratories Limited, Atsugi, Kanagawa, Japan"", ""Institute of Nano Quantum Information Electronics (INQIE), University of Tokyo, Tokyo, Japan"", ""Optoelectronic Industry and Technology Development Association (OITDA), Fujitsu Laboratories Limited, Atsugi, Kanagawa, Japan""]","[""Japan""]",We have demonstrated a polarization-independent gain in semiconductor optical amplifiers that have columnar quantum dots surrounded by strained side barriers in 1.5-mum wavelength bands. We obtained a polarization-dependent gain of 0.5 dB with a gain of 10 dB and a saturation output power of 18 dBm at a wavelength of 1.55 mum.
Improved AlGaN/GaN Metal–Oxide– Semiconductor High-Electron Mobility Transistors With TiO2 Gate Dielectric Annealed in Nitrogen,"[""Yu-Shyan Lin"", ""Chi-Che Lu""]",IEEE Transactions on Electron Devices,2018,31,0,https://ieeexplore.ieee.org/document/8245879/,"[""Department of Materials Science and Engineering, National Dong Hwa University, Hualien, Taiwan""]","[""Taiwan""]","An AlGaN/GaN metal-oxide-semiconductor high-electron mobility transistor (MOS-HEMT) that uses a high-k TiO 2 gate insulator is demonstrated. TiO 2 films are annealed at 300 °C and 600 °C in N 2 or O 2 following the deposition of an oxide layer. Experimental results reveal that the 300 °C N 2 -annealed TiO 2 /GaN MOS capacitor has the smallest interface traps of any of the studied devices. The 300 °C N 2 -annealed oxide interlayers between the GaN and the gate metal reduce the gate leakage current and improve the dc, high-frequency, and noise characteristics. The gate leakage current of the 300 °C N 2 -annealed MOS-HEMT is more than 3 orders of magnitude less than that of the baseline HEMT. This brief is the first to fabricate a GaN-based MOS-HEMT using an N 2 -annealed TiO 2 gate insulator."
Gain Dynamics in Quantum-Dot Semiconductor Optical Amplifiers at 1550 nm,"[""G. Contestabile"", ""A. Maruta"", ""K. Kitayama""]",IEEE Photonics Technology Letters,2010,26,0,https://ieeexplore.ieee.org/document/5471180/,"[""Department of Electrical Electronics and Information Engineering, Osaka University, Osaka, Japan"", ""Scuola Superiore Sant'' Anna, Pisa, Italy""]","[""Japan"", ""Italy""]",We report an experimental study of the gain recovery of an InAs-InGaAsP-InP columnar-quantum-dot semiconductor optical amplifier around 1550 nm. We find a three-step recovery process that gives around 85% gain recovery in only 10 ps and 100% in around 30 ps in case of a quite complete gain saturation. We also give a possible physical explanation for the peculiar gain dynamics.
A Surface-Potential-Based DC Model of Amorphous Oxide Semiconductor TFTs Including Degeneration,"[""Jielin Fang"", ""Wanling Deng"", ""Xiaoyu Ma"", ""Junkai Huang"", ""Weijing Wu""]",IEEE Electron Device Letters,2017,24,0,https://ieeexplore.ieee.org/document/7782327/,"[""State Key Laboratory of Luminescent Materials and Devices, South China University of Technology, Guangzhou, China"", ""Department of Electronic Engineering, Jinan University, Guangzhou, China""]","[""China""]","In this letter, for both non-degenerate conduction and degenerate conduction, a new compact model of amorphous oxide semiconductor thin-film transistors is developed. The contributions of the trapped and free charges are considered in the closed-form solutions of surface potential and drain current under a degenerate regime. Furthermore, proof of the model's accuracy has been obtained by comparisons with numerical results and measured data. The proposed scheme is capable of capturing real-device dc characteristics and of maintaining high computational efficiency, which provides a better platform to develop advanced surface-potential-based model for circuit simulation."
High-Power Pulse Semiconductor Laser-Thyristor Emitting at 900-nm Wavelength,"[""Sergey O. Slipchenko"", ""Aleksandr A. Podoskin"", ""Alexsander V. Rozhkov"", ""Nikita A. Pikhtin"", ""Ilya S. Tarasov"", ""Timur A. Bagaev"", ""Mikhail V. Zverkov"", ""Vadim P. Konyaev"", ""Yuriy V. Kurniavko"", ""Maxim A. Ladugin"", ""Aleksandr A. Marmalyuk"", ""Anatoliy A. Padalitsa"", ""Vladimir A. Simakov""]",IEEE Photonics Technology Letters,2013,20,1,https://ieeexplore.ieee.org/document/6557483/,"[""Centre of Nanoheterostructure Physics, Ioffe Physical-Technical Institute, Russian Academy of Sciences, Saint Petersburg, Russia"", ""Stelmakh Research and Development Institute Polyus, Moscow, Russia""]","[""Russia""]","High-power pulse semiconductor lasers based on epitaxially integrated thyristor heterostructures were developed. The possibility of generating high-power laser light pulses with duration on the order of 100 ns at control signal amplitude on the order of 40–100 mA at extremely low turn-on thyristor voltage of 10 V was demonstrated. The values reached for the peak pulse optical power and peak pulse current were 28 W and 37 A, respectively."
Optimization of a Broadband Gain Element for a Widely Tunable High-Power Semiconductor Disk Laser,"[""Carl Borgentun"", ""J\u00f6rgen Bengtsson"", ""Anders Larsson"", ""Frank Demaria"", ""Alexander Hein"", ""Peter Unger""]",IEEE Photonics Technology Letters,2010,19,0,https://ieeexplore.ieee.org/document/5451056/,"[""Photonics Laboratory, Department of Microtechnology and Nanoscience, Chalmers University of Technology, Gothenburg, Sweden"", ""Institute of Optoelectronics, Ulm University, Ulm, Germany""]","[""Sweden"", ""Germany""]","The layer structure of the gain element in an optically pumped semiconductor disk laser was parametrically optimized with respect to a target function specifying a desired unsaturated reflectance over a desired wavelength range at a constant pump intensity. Spectral threshold pump intensity measurements confirmed the efficacy of the design, showing a much wider low-threshold regime than a conventional nonbroadband gain element, in good agreement with simulations. This evaluation avoids the possible influence of additional factors under high-power operation. Nonetheless, having a high and nearly constant broadband unsaturated reflectance at low pump intensity is a key to obtain good high-power performance, as evidenced by the obtained continuous tuning from 967 to 1010 nm with a maximum output power of 2.6 W."
The Constraints on Quantum-Dot Semiconductor Optical Amplifiers for Multichannel Amplification,"[""H.C. Wong"", ""G.B. Ren"", ""J.M. Rorison""]",IEEE Photonics Technology Letters,2006,17,0,https://ieeexplore.ieee.org/document/1704872/,"[""Department of Electrical and Electronic Engineering, University of Bristol, Bristol, UK""]","[""UK""]",We report our theoretical studies on the application of InGaAs-GaAs quantum-dot (QD) semiconductor optical amplifier as a single-device multichannel amplifier in the coarse wavelength-division-multiplexing network. Our numerical model exploits the broadened excited states in the QDs to enhance the broadband property of the inhomogeneous QD material
Fabry-Perot semiconductor laser injection locking,"[""R. Gordon""]",IEEE Journal of Quantum Electronics,2006,16,0,https://ieeexplore.ieee.org/document/1608202/,"[""Department of Electrical and Computer Engineering, University of Victoria, Victoria, BC, Canada""]","[""Canada""]","Injection locking of a semiconductor laser is studied using a Fabry-Perot (FP) model. For low injection powers the FP model gives the same results as the rate equation model. At higher injection powers, the FP laser has an unlimited injection locking bandwidth; however, regions of the bandwidth are dynamically unstable. The influence of the linewidth enhancement factor on injection locking and its stability are also studied using the FP model. Finite values of the linewidth enhancement factor lead to increased locking bandwidth, asymmetry in the locking range and a saddle-node bifurcation in the injection locked solutions, of which only lower carrier density arm has linearly stable solutions."
UV-Enhanced a-Si:H Metal–Semiconductor–Metal Photodetector,"[""Ida Khodami"", ""Farhad Taghibakhsh"", ""Karim S. Karim""]",IEEE Electron Device Letters,2008,13,1,https://ieeexplore.ieee.org/document/4604843/,"[""Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ONT, Canada""]","[""Canada""]","Planar metal-semiconductor-metal (MSM) photodetectors with very thin hydrogenated amorphous silicon (a-Si) films were fabricated for the detection of ultraviolet (UV) radiation. Since DNA and proteins strongly absorb UV radiation, these detectors find application in DNA and protein detection. The performance of top and bottom electrode MSM structures with aluminum electrodes is compared. The measured results include a responsivity of 150 mA/W and an external quantum efficiency of 74% at a wavelength of 260 nm for the top electrode configuration at a bias of 2 V/mum and a 10-mum finger spacing."
10-Gb/s 100-km SMF Transmission Using InP Mach–Zehnder Modulator Monolithically Integrated With Semiconductor Optical Amplifier,"[""Takako Yasui"", ""Yasuo Shibata"", ""Ken Tsuzuki"", ""Nobuhiro Kikuchi"", ""Mitsuteru Ishikawa"", ""Yoshihiro Kawaguchi"", ""Masakazu Arai"", ""Hiroshi Yasaka""]",IEEE Photonics Technology Letters,2008,13,0,https://ieeexplore.ieee.org/document/4544843/,"[""NTT Photonics Laboratories, Kanagawa, Japan""]","[""Japan""]","An InP n-p-i-n Mach-Zehnder modulator and a semiconductor optical amplifier were monolithically integrated to compensate for the modulator's insertion loss. The device gain exceeded 10 dB, and fiber-to-fiber lossless operation was demonstrated for the full C-band region. The error-free transmission of a 10-Gb/s nonreturn-to-zero signal over a 100-km single-mode fiber was also demonstrated across the full C-band region. A power penalty of less than 1.5 dB was confirmed."
Swept-Source Laser Based on Quantum-Dot Semiconductor Optical Amplifier—Applications in Optical Coherence Tomography,"[""N. Krstaji\u0107"", ""David T. D. Childs"", ""S. J. Matcher"", ""Daniil Livshits"", ""Alexey Shkolnik"", ""Igor Krestnikov"", ""R. A. Hogg""]",IEEE Photonics Technology Letters,2011,12,0,https://ieeexplore.ieee.org/document/5735192/,"[""Innolume Gmbh, Dortmund, Germany"", ""Department of Electronic and Electrical Engineering, University of Sheffield, Sheffield, UK"", ""Department of Materials Science and Engineering, University of Sheffield, Sheffield, UK"", ""School of Physics and Astronomy, University of St Andrews, Saint Andrews, UK""]","[""UK"", ""Germany""]","We present a swept-source laser based on a quantum-dot semiconductor optical amplifier (QD SOA) (designed and manufactured by Innolume Gmbh, Germany) as the gain medium. The properties of the laser are as follows: center wavelength is 1220 nm, sweep range is 94 nm (up to 120 nm in manual mode), the peak laser power is 16 mW, and the sweep speed is 100 Hz. We apply the laser in an optical coherence tomography (OCT) configuration and present images of in vivo skin. QD SOA are well suited to OCT and we show the setup can be improved for power, sweep range, and sweep speed."
Carrier tunneling in complex asymmetrical multiple-quantum-well semiconductor optical amplifiers,"[""V.V. Lysak"", ""I.A. Sukhoivanov"", ""O.V. Shulika"", ""I.M. Safonov"", ""Y.T. Lee""]",IEEE Photonics Technology Letters,2006,12,0,https://ieeexplore.ieee.org/document/1638510/,"[""Department of Information and Communications, Gwangju Institute of Science and Technology, Gwangju, South Korea"", ""Laboratory Photonics Kharkov, National University of Radioelectronics, Kharkov, Ukraine"", ""Departamento de Electronica, FIMEE, Guanajuato University, Salamanca, Mexico""]","[""Ukraine"", ""South Korea"", ""Mexico""]","A numerical model for calculation of the ultrafast gain properties of asymmetrical multiple-quantum-well (AMQW) semiconductor optical amplifiers is extended with more exact calculation of tunneling times for each barrier and different directions of the propagation. Results show the necessity of considering the tunneling effect between the nonidentical QWs if the thickness of barriers is less than 10 nm. Without taking the tunneling effects into account, there is a large disagreement with slow recovery times. We have shown how tunneling effects, incorporated into the dynamical model, allow a better understanding of the slow gain recovery time decreasing. Theoretical results show good agreement with experimental data"
GaSb-Based Optically Pumped Semiconductor Disk Laser Using Multiple Gain Elements,"[""Benno Rosener"", ""Marcel Rattunde"", ""R\u00dcdiger Moser"", ""Christian Manz"", ""Klaus Kohler"", ""Joachim Wagner""]",IEEE Photonics Technology Letters,2009,11,0,https://ieeexplore.ieee.org/document/5071735/,"[""Fraunhofer-Institut f\u00fcr Angewandte Festk\u00f6rperphysik, Freiburg im Breisgau, Germany""]","[""Germany""]","We report on the realization of an optically pumped semiconductor disk laser (SDL) emitting at 2.25-mu m wavelength with a cavity containing two separately pumped (AlGaIn)(AsSb) gain chips. Compared to single-chip SDLs, the dual-chip configuration allows launching a significantly larger amount of total pump power into the laser chips prior to reaching thermal rollover of the output power characteristics. At a chip submount temperature of 20degC, a maximum continuous-wave output power of 3.3 W was achieved in this way for an absorbed pump power of ap30 W. A detailed analysis of the lasing characteristics of the dual-chip SDL revealed increased round-trip losses due to the increased number of cavity elements. However, a reduction of the slope efficiency could be circumvented by increasing the output coupling mirror transmittance."
