patent_title,IPC_1,IPC_2,IPC_3,IPC_4,inventor_countries,coords
Charge transfer device having a bent charge transfer channel,H01L,G11C,,,"[""JP""]","[[""34.7691"", ""137.391""], [""34.8813"", ""135.601""], [""34.7649"", ""135.517""]]"
Detector array focal plane configuration,H01L,,,,"[""US""]","[[""33.6783"", ""-118""]]"
MIS Type semiconductor photoelectric conversion device,H01L,,,,"[""JP""]","[[""35.6461"", ""139.656""]]"
Integrated circuit with at least three ground pads,H01L,,,,"[""JP""]","[[""35.6611"", ""139.415""], [""35.7587"", ""139.224""]]"
Method for etching III-V semiconductors and devices made by this method,H01L,,,,"[""US""]","[[""40.7598"", ""-74.4171""], [""40.6418"", ""-74.836""]]"
Semiconductor device having a metal-fiber composite material electrode,H01L,,,,"[""JP""]","[[""36.5991"", ""140.65""]]"
Semi-conductor laser apparatus with support and soldering means for light-transmitting member,H01L,,,,"[""JP""]","[[""35.445"", ""139.637""]]"
Surface charge correlator,G06G,G11C,,,"[""US""]","[[""42.8265"", ""-73.9643""]]"
Semiconductor memory device,G11C,H01L,,,"[""JP""]","[[""35.445"", ""139.637""]]"
X-Ray exposure apparatus,G03B,,,,"[""JP""]","[[""35.445"", ""139.637""], [""35.445"", ""139.637""], [""35.445"", ""139.637""]]"
Method of manufacturing a semiconductor device,H01L,,,,"[""JP""]","[[""35.2731"", ""139.665""], [""35.445"", ""139.637""], [""35.445"", ""139.637""], [""35.445"", ""139.637""]]"
Formation of bit lines for ram device,H01L,,,,"[""US""]","[[""41.584"", ""-73.8087""], [""41.7066"", ""-73.9284""]]"
"Monolithic integration of logic, control and high voltage interface circuitry",H01L,,,,"[""US""]","[[""32.9126"", ""-96.6389""]]"
Semiconductor device design and process,H01L,,,,"[""US""]","[[""42.4366"", ""-71.505""]]"
Method of making avalanche photodiodes,H01L,,,,"[""US""]","[[""35.6225"", ""-117.67""], [""35.6225"", ""-117.67""]]"
Method of manufacturing a cadmium sulphide photo-voltaic device,H01L,,,,"[""GB""]","[[""52.0817"", ""0.0186616""], [""52.2055"", ""0.118664""]]"
Method of fabricating a vertical fuse utilizing epitaxial deposition and special masking,H01L,,,,"[""US""]","[[""32.9537"", ""-96.8903""]]"
Process for producing a semiconductor device,H01L,,,,"[""JP""]","[[""35.6828"", ""139.759""]]"
Process for producing a diffraction grating,G02B,,,,"[""US""]","[[""38.7142"", ""-93.9913""], [""38.662"", ""-90.5643""]]"
Semiconductor device manufacture,H01L,,,,"[""NL""]","[[""51.8475"", ""5.86378""]]"
Photoelectrochemical processing of III-V semiconductors,C25F,,,,"[""US""]","[[""40.7409"", ""-74.3837""], [""40.7409"", ""-74.3837""]]"
Ion implanting method,B05D,,,,"[""JP""]","[[""35.7252"", ""139.477""], [""35.7994"", ""139.469""], [""35.7252"", ""139.477""]]"
Method for improving adhesion of metal film on a dielectric surface,H01L,,,,"[""US""]","[[""40.2371"", ""-74.6865""], [""40.1541"", ""-74.8409""]]"
Epitaxial composite and method of making,H01L,,,,"[""US""]","[[""33.8348"", ""-117.912""]]"
Ternary III-V multicolor solar cells and process of fabrication,H01L,,,,"[""US""]","[[""37.8869"", ""-122.298""]]"
High efficiency solar cell structure,H01L,,,,"[""AU""]","[[""-33.8698"", ""151.208""], [""-32.815"", ""151.318""]]"
Laser bonding of microelectronic circuits,B23K,,,,"[""US""]","[[""34.0195"", ""-118.491""]]"
Housing and mounting assembly providing a temperature stabilized environment for a microcircuit,H05B,,,,"[""US""]","[[""39.2909"", ""-76.6108""]]"
Solid state image sensor with lag control electrode,H01J,,,,"[""JP""]","[[""35.445"", ""139.637""]]"
Semiconductor device,H01L,,,,"[""JP""]","[[""38.2678"", ""140.869""]]"
All implanted MOS transistor,H01L,,,,"[""US""]","[[""33.8715"", ""-117.862""]]"
Electrically alterable read only memory cell,H01L,,,,"[""US""]","[[""35.7325"", ""-78.8505""], [""35.7804"", ""-78.6391""], [""35.7883"", ""-78.7812""]]"
Structure of thin film transistors,H01L,,,,"[""JP""]","[[""34.2346"", ""135.178""], [""34.6845"", ""135.805""], [""34.6845"", ""135.805""], [""34.5966"", ""135.837""], [""34.6845"", ""135.805""]]"
Semiconductor device having reduced capacitance and method of fabrication thereof,H01L,,,,"[""US""]","[[""30.2711"", ""-97.7437""]]"
Light activated semiconductor device,H01L,,,,"[""JP""]","[[""34.834"", ""135.554""], [""34.834"", ""135.554""], [""34.834"", ""135.554""], [""34.834"", ""135.554""]]"
ROM With redundant ROM cells employing a highly resistive polysilicon film for programming the cells,H01L,,,,"[""US""]","[[""34.0515"", ""-118.13""], [""33.9323"", ""-117.551""]]"
Mounting arrangement for disc mounted semiconductor devices,H01L,,,,"[""US""]","[[""39.6495"", ""-82.7443""], [""41.4398"", ""-81.7406""]]"
Solid-state color imager with stripe or mosaic filters,H04N,,,,"[""US""]","[[""37.3688"", ""-122.036""]]"
Mesa bipolar memory cell and method of fabrication,G11C,,,,"[""US""]","[[""28.0915"", ""-80.5662""]]"
Semiconductor laser device,H01S,,,,"[""JP""]","[[""35.8097"", ""139.096""], [""35.6602"", ""139.283""], [""35.6602"", ""139.283""]]"
Method of forming a thin film transistor,H01L,,,,"[""US""]","[[""43.2123"", ""-77.43""]]"
Self-aligned extended epitaxy mesfet fabrication process,H01L,,,,"[""US""]","[[""38.8827"", ""-77.2922""]]"
Method of producing semiconductor devices,H01L,,,,"[""JP""]","[[""35.5305"", ""139.703""]]"
Method of making a CdS/Cu.sub.x S photovoltaic cell,H01L,,,,"[""US""]","[[""31.7866"", ""-106.441""]]"
Method for manufacturing a field isolation structure for a semiconductor device,H01L,,,,"[""JP""]","[[""35.6828"", ""139.759""]]"
Method for manufacturing a semiconductor device of mesa type,H01L,,,,"[""JP""]","[[""35.445"", ""139.637""], [""35.445"", ""139.637""], [""35.2731"", ""139.665""], [""35.6828"", ""139.759""]]"
"Method for manufacturing a semiconductor integrated circuit utilizing polycrystalline silicon deposition, oxidation and etching",H01L,,,,"[""JP""]","[[""35.8616"", ""139.646""], [""35.5305"", ""139.703""]]"
Method of fabricating an I.sup.2 L element and a linear transistor on one chip,H01L,,,,"[""JP""]","[[""35.8616"", ""139.646""], [""35.6828"", ""139.759""], [""35.445"", ""139.637""], [""35.5305"", ""139.703""]]"
"Method for mounting, electrically isolating and maintaining constant pressure on a semiconductor element",H01L,,,,"[""US""]","[[""42.5751"", ""-71.0787""], [""42.4803"", ""-71.0994""]]"
Process for sealing VHF component in case,H05K,,,,"[""FR""]","[[""48.8535"", ""2.34839""], [""48.8535"", ""2.34839""], [""48.8535"", ""2.34839""]]"
Blazed diffraction grating structures and method of manufacturing the same,G02B,,,,"[""JP""]","[[""35.2731"", ""139.665""], [""35.2731"", ""139.665""]]"
Plasma etching process and apparatus,H01L,B44C,C03C,,"[""US""]","[[""33.4151"", ""-111.831""], [""40.1046"", ""-74.9513""]]"
Method of producing positive slope step changes on vacuum deposited layers,B05D,,,,"[""US""]","[[""40.2109"", ""-75.2782""]]"
Method of producing relief structures for integrated semiconductor circuits,B05D,,,,"[""DE""]","[[""49.7046"", ""10.8078""], [""50.6073"", ""6.30053""], [""48.0503"", ""11.9661""]]"
Sealing glass compositions,C03C,,,,"[""JP""]","[[""35.7225"", ""140.1""], [""35.445"", ""139.637""], [""35.6828"", ""139.759""], [""35.445"", ""139.637""], [""35.445"", ""139.637""]]"
Solid-state photoelectric converter,H01J,,,,"[""JP""]","[[""35.6828"", ""139.759""], [""35.445"", ""139.637""], [""35.5642"", ""139.443""], [""35.6828"", ""139.759""]]"
Photoelectric transducing element,H01L,,,,"[""JP""]","[[""35.6828"", ""139.759""], [""35.445"", ""139.637""], [""35.445"", ""139.637""], [""35.6828"", ""139.759""], [""35.5305"", ""139.703""]]"
Thermal head device,H05H,G01D,,,"[""JP""]","[[""34.8194"", ""135.433""]]"
Punch through reference diode,H01L,,,,"[""JP"", ""US""]","[[""35.2408"", ""133.443""], [""35.6928"", ""138.687""], [""47.4235"", ""-120.31""]]"
Protective integrated circuit device utilizing back-to-back zener diodes,H01L,,,,"[""US""]","[[""40.5131"", ""-74.8591""]]"
NPM Anti-saturation clamp for NPN logic gate transistor,H01L,,,,"[""US""]","[[""32.9126"", ""-96.6389""]]"
Solid-state imaging device,H01L,,,,"[""JP""]","[[""35.6828"", ""139.759""], [""35.6602"", ""139.283""], [""35.7355"", ""139.55""], [""33.8395"", ""132.765""], [""35.7097"", ""139.454""], [""35.6602"", ""139.283""]]"
Semiconductor memory drive,G11C,,,,"[""JP""]","[[""35.445"", ""139.637""], [""35.445"", ""139.637""]]"
Very high density cells comprising a ROM and method of manufacturing same,H01L,,,,"[""US""]","[[""34.0515"", ""-118.13""], [""33.9323"", ""-117.551""]]"
Method for fabricating lead halide sensitized infrared photodiodes,H01L,,,,"[""US""]","[[""38.9848"", ""-77.0946""], [""38.9959"", ""-77.0276""]]"
Method for manufacturing a semiconductor device,H01L,,,,"[""JP""]","[[""35.445"", ""139.637""]]"
Non-epitaxial static induction transistor processing,H01L,H01C,,,"[""US""]","[[""42.3756"", ""-71.2358""]]"
Process for manufacturing a semiconductor device having a non-porous passivation layer,H01L,,,,"[""JP""]","[[""35.445"", ""139.637""], [""35.6828"", ""139.759""]]"
Method of mounting and packaging elongate silicon devices on a ceramic base,H01L,,,,"[""CA""]","[[""45.4211"", ""-75.6901""]]"
Method of increasing the grain size of polycrystalline materials by directed energy-beams,H01L,,,,"[""US""]","[[""40.7182"", ""-74.3592""], [""40.7182"", ""-74.3592""], [""44.0165"", ""-70.9813""]]"
Mask-saving technique for forming CMOS source/drain regions,H01L,B01J,,,"[""US""]","[[""33.0137"", ""-96.6925""], [""32.9482"", ""-96.7297""]]"
Dry etching method,H01L,,,,"[""JP""]","[[""35.6602"", ""139.283""]]"
Apparatus and process for production of amorphous semiconductor,H01L,C23C,C01B,,"[""JP""]","[[""35.7971"", ""139.594""], [""35.7971"", ""139.594""], [""35.7971"", ""139.594""]]"
Fabrication of semiconductor modules with ceramic substrates and detection of residual glass,C09K,,,,"[""US""]","[[""41.019"", ""-73.7982""]]"
Solar cell with increased efficiency,H01L,,,,"[""DE""]","[[""48.0677"", ""11.3797""]]"
Devices for mounting infrared lamps in furnaces,F27D,F27B,,,"[""US""]","[[""33.7458"", ""-117.826""], [""33.6783"", ""-118""]]"
Method and apparatus for aligning an integrated circuit,G01B,,,,"[""US""]","[[""33.089"", ""-96.8864""]]"
Semiconductor pressure transducer or other product employing layers of single crystal silicon,G01L,,,,"[""US""]","[[""40.9797"", ""-74.1194""], [""40.8929"", ""-73.9726""], [""41.0168"", ""-74.2057""]]"
Method and means for minimizing the effect of short circuits in flat panel displays,G09G,,,,"[""US""]","[[""37.3362"", ""-121.891""], [""37.3362"", ""-121.891""]]"
Self-aligned MESFET having reduced series resistance,H01L,,,,"[""US""]","[[""34.0537"", ""-118.243""]]"
"N-Channel JFET device having a buried channel region, and method for making same",H01L,,,,"[""US""]","[[""33.1801"", ""-96.498""], [""33.0137"", ""-96.6925""]]"
Spiral strip brushlike stress buffering power semiconductor contacts,H01L,,,,"[""DE""]","[[""49.3166"", ""8.43361""], [""49.5945"", ""8.46746""]]"
Process and structure for minimizing delamination in the fabrication of multi-layer ceramic substrate,H01L,,,,"[""US""]","[[""41.5966"", ""-73.9112""], [""41.5966"", ""-73.9112""], [""41.5966"", ""-73.9112""], [""41.5793"", ""-73.4957""], [""41.584"", ""-73.8087""]]"
Solid state image pickup device,H04N,,,,"[""JP"", ""LA""]","[[""35.6828"", ""139.759""], [""35.7097"", ""139.454""], [""35.6828"", ""139.759""], [""35.6602"", ""139.283""], [""33.8395"", ""132.765""], [""35.7097"", ""139.454""], [""20.9633"", ""100.821""], [""33.8395"", ""132.765""], [""35.6602"", ""139.283""]]"
Method of making dense vertical FET's,H01L,,,,"[""US""]","[[""41.584"", ""-73.8087""], [""41.7066"", ""-73.9284""], [""41.2815"", ""-73.4982""]]"
Method of producing semiconductor device,H01L,,,,"[""JP""]","[[""35.445"", ""139.637""]]"
Method of manufacturing a semiconductor device,H01L,,,,"[""JP""]","[[""35.6828"", ""139.759""]]"
"Large area, fault tolerant solar energy converter",H01L,,,,"[""US""]","[[""32.7763"", ""-96.7969""]]"
Multi-range doping of epitaxial III-V layers from a single source,H01L,,,,"[""US""]","[[""33.7483"", ""-118.371""], [""34.1469"", ""-118.248""], [""33.8456"", ""-118.389""], [""33.9189"", ""-118.348""]]"
Natural lithographic fabrication of microstructures over large areas,B44C,C03C,H01L,,"[""US""]","[[""40.7598"", ""-74.4171""], [""40.6363"", ""-74.9117""]]"
Fabrication of isolation oxidation for MOS circuit,B44C,C03C,H01L,,"[""US""]","[[""32.7763"", ""-96.7969""], [""32.9537"", ""-96.8903""]]"
Profile control photoresist,B05D,,,,"[""US""]","[[""41.1415"", ""-73.3579""], [""41.4201"", ""-73.2821""]]"
Method for manufacturing semiconductor device,H01L,,,,"[""JP""]","[[""35.445"", ""139.637""], [""35.6828"", ""139.759""]]"
Alignment marks for electron beam lithography,G03C,,,,"[""US""]","[[""40.6834"", ""-74.4426""], [""40.7182"", ""-74.3592""]]"
Component with trimmable electric impedance,H03H,,,,"[""FI""]","[[""65.1764"", ""25.3532""], [""65.1764"", ""25.3532""]]"
Schottky device and method of manufacture using palladium and platinum intermetallic alloys and titanium barrier for low reverse leakage over wide temperature range,H01L,,,,"[""US""]","[[""33.6857"", ""-117.826""]]"
GaN Electroluminescent semiconductor device and method for making the same,H01L,,,,"[""JP""]","[[""35.5656"", ""139.236""], [""35.5642"", ""139.443""], [""35.6828"", ""139.759""], [""35.5656"", ""139.236""]]"
Ceramic chip carrier with lead frame having removable rim,H01L,,,,"[""US""]","[[""44.0315"", ""-70.1045""]]"
Device for connecting in parallel power transistors in very high frequency,H01L,,,,"[""FR""]","[[""48.8535"", ""2.34839""], [""48.8535"", ""2.34839""], [""48.8535"", ""2.34839""]]"
Heat dissipator for a dual in line integrated circuit package,H01L,,,,"[""US""]","[[""39.9284"", ""-75.2738""]]"
Protection and anti-floating network for insulated-gate field-effect circuitry,H02H,,,,"[""US""]","[[""39.8512"", ""-74.962""]]"
Microbox for electronic circuit and hybrid circuit having such a microbox,H05K,,,,"[""FR""]","[[""48.8535"", ""2.34839""]]"
Semiconductor memory,G11C,,,,"[""JP""]","[[""38.2678"", ""140.869""], [""38.2678"", ""140.869""], [""38.2678"", ""140.869""]]"
"Field effect semiconductor laser, method of modulation thereof",H01S,,,,"[""JP""]","[[""34.7649"", ""135.517""]]"
Method of manufacturing an insulated-gate field-effect transistor,H01L,,,,"[""GB""]","[[""50.9025"", ""-1.40419""], [""51.0613"", ""-1.31317""]]"
Semiconductor integrated circuit with implanted resistor element in polycrystalline silicon layer,H01L,,,,"[""US""]","[[""29.7589"", ""-95.3677""], [""29.7589"", ""-95.3677""], [""29.7589"", ""-95.3677""], [""29.7589"", ""-95.3677""]]"
Method of manufacturing semiconductor integrated circuit devices,H01L,,,,"[""JP""]","[[""35.6602"", ""139.283""], [""35.6828"", ""139.759""], [""35.6828"", ""139.759""]]"
Method for producing a bipolar transistor utilizing an oxidized semiconductor masking layer in conjunction with an anti-oxidation mask,H01L,,,,"[""JP""]","[[""35.445"", ""139.637""]]"
Method for manufacturing a bipolar integrated circuit device with a self-alignment base contact,H01L,,,,"[""JP""]","[[""35.445"", ""139.637""]]"
Method for cutting a semiconductor crystal into wafers,C25F,B23P,,,"[""DE""]","[[""48.1371"", ""11.5754""]]"
Photoelectric conversion semiconductor and manufacturing method thereof,H01C,,,,"[""JP""]","[[""35.6828"", ""139.759""]]"
Paste containing electrically conducting powder to form conducting solid filler in cavity in ceramic substrate,H01B,,,,"[""JP""]","[[""35.445"", ""139.637""], [""35.2731"", ""139.665""]]"
MOS Dynamic RAM cell and method of fabrication,H01L,B05D,,,"[""US""]","[[""45.4872"", ""-122.804""], [""45.4207"", ""-122.671""], [""45.4872"", ""-122.804""], [""45.5202"", ""-122.674""]]"
Process for low-temperature surface layer oxidation of a semiconductor substrate,H01L,,,,"[""US""]","[[""33.8916"", ""-118.395""], [""34.1976"", ""-119.18""], [""33.769"", ""-118.192""]]"
Fabrication of submicron-wide lines with shadow depositions,B05D,,,,"[""US""]","[[""32.7174"", ""-117.163""], [""32.7763"", ""-96.7969""]]"
Composite superconductors,B32B,,,,"[""US""]","[[""39.0046"", ""-76.8757""]]"
Photoconductive member with two amorphous silicon layers,G03G,,,,"[""JP""]","[[""35.4727"", ""139.461""], [""35.445"", ""139.637""], [""35.6828"", ""139.759""]]"
Photosensitive member,H01L,B05P,,,"[""JP""]","[[""34.5291"", ""135.502""], [""34.7289"", ""135.413""]]"
High intensity solar cell,H01L,,,,"[""US""]","[[""41.375"", ""-81.9082""]]"
Hole matrix vertical junction solar cell,H01L,,,,"[""US""]","[[""39.882"", ""-84.0097""]]"
Compensated amorphous silicon solar cell,H01L,,,,"[""US""]","[[""41.8878"", ""-87.7888""]]"
Cryogenically stabilized superconductor in cable form for large currents and alternating field stresses,H01B,,,,"[""DE""]","[[""47.8075"", ""9.64311""]]"
"Transistor integrated device, particularly usable for coding purposes",H01K,G06K,,,"[""FR""]","[[""48.8535"", ""2.34839""], [""48.8127"", ""2.23854""]]"
Information card,G06K,,,,"[""JP""]","[[""34.7107"", ""135.635""]]"
Radiant energy differential sensor system,H01J,G01J,G01T,H01L,"[""US""]","[[""39.1626"", ""-76.6251""]]"
High-speed merged plane logic function array,H03K,H01L,G06F,,"[""US""]","[[""40.8257"", ""-73.2026""], [""40.7048"", ""-73.6501""]]"
Amorphous semiconductors equivalent to crystalline semiconductors,H01L,,,,"[""US""]","[[""42.5836"", ""-83.2455""], [""42.5467"", ""-83.2113""]]"
High breakdown voltage semiconductor device,H01L,,,,"[""NL""]","[[""51.4393"", ""5.47863""], [""51.4393"", ""5.47863""], [""51.4393"", ""5.47863""]]"
Normally-on enhancement mode MOSFET with negative threshold gating,H01L,,,,"[""US""]","[[""33.917"", ""-118.416""]]"
Recessed interdigitated integrated capacitor,H01L,,,,"[""US""]","[[""38.8823"", ""-77.1711""]]"
Semiconductor device and method of manufacturing the same,H01L,,,,"[""JP""]","[[""35.5305"", ""139.703""]]"
Single isolation cell for DC stable memory,G11C,,,,"[""US""]","[[""41.5356"", ""-73.8987""]]"
Method of serialization of dice,G06F,G06K,,,"[""US""]","[[""28.0915"", ""-80.5662""], [""28.1065"", ""-80.6372""]]"
Borderless diffusion contact process and structure,H01L,,,,"[""US""]","[[""41.5966"", ""-73.9112""], [""41.2815"", ""-73.4982""]]"
Method of forming non-volatile EPROM and EEPROM with increased efficiency,H01L,,,,"[""US""]","[[""37.3791"", ""-122.117""]]"
Method of fabricating display with semiconductor circuits on monolithic structure and flat panel display produced thereby,H01L,,,,"[""US""]","[[""32.9482"", ""-96.7297""], [""32.9482"", ""-96.7297""], [""32.7763"", ""-96.7969""], [""33.0137"", ""-96.6925""]]"
Method of making semiconductor integrated circuit,H01L,,,,"[""JP""]","[[""34.711"", ""137.726""], [""34.711"", ""137.726""]]"
Method of making well regions for CMOS devices,H01L,,,,"[""US""]","[[""37.3541"", ""-121.955""]]"
Methods of making narrow channel field effect transistors,H01L,,,,"[""US""]","[[""37.779"", ""-122.42""], [""39.6895"", ""-84.1688""]]"
Gas sensor with pH-sensitive FET transducer,A61B,,,,"[""JP""]","[[""34.5851"", ""133.772""], [""34.5851"", ""133.772""], [""34.5851"", ""133.772""]]"
Method for fabricating a semiconductor device,H01L,,,,"[""JP""]","[[""35.5305"", ""139.703""], [""35.6828"", ""139.759""], [""35.445"", ""139.637""]]"
Method of removing bulk impurities from semiconductor wafers,H01L,B44C,C03C,,"[""US""]","[[""38.4405"", ""-122.714""], [""38.6107"", ""-122.87""]]"
Conductive paste,H01B,,,,"[""JP"", ""IR""]","[[""34.7862"", ""135.474""], [""34.5066"", ""135.409""], [""34.7862"", ""135.474""], [""33.1385"", ""47.3754""], [""35.6602"", ""139.283""], [""34.6781"", ""135.598""], [""35.8036"", ""139.238""]]"
Method for manufacturing a module for a fiber optic link,G02B,,,,"[""JP""]","[[""35.5305"", ""139.703""], [""35.8904"", ""139.791""], [""35.6828"", ""139.759""]]"
Ribbon-to-ribbon conversion with shaped molten zone,B23K,,,,"[""US""]","[[""33.4151"", ""-111.831""], [""33.4484"", ""-112.074""]]"
Continuous amorphous solar cell production system,H01L,,,,"[""US""]","[[""42.5836"", ""-83.2455""], [""42.3316"", ""-83.0466""], [""42.5467"", ""-83.2113""]]"
Semiconductor wafer,B32B,,,,"[""JP""]","[[""33.2394"", ""131.61""]]"
Process for preparation of insulating coatings upon steel,B32B,,,,"[""HR"", ""CZ"", ""US""]","[[""43.5586"", ""16.3653""], [""50.0875"", ""14.4213""], [""41.4627"", ""-96.78""]]"
Electrical device formed from polymeric heat resistant photopolymerizable composition,G03C,,,,"[""US""]","[[""39.7459"", ""-75.5466""], [""39.9527"", ""-75.1635""], [""39.9307"", ""-75.3202""]]"
Forming interconnections for multilevel interconnection metallurgy systems,B05D,,,,"[""US""]","[[""41.584"", ""-73.8087""], [""41.5966"", ""-73.9112""], [""41.5966"", ""-73.9112""]]"
Epoxy composition and sealing of integrated circuit modules therewith,C08K,,,,"[""US""]","[[""42.1035"", ""-76.2623""], [""42.0851"", ""-76.0538""]]"
Photovoltaic products and processes,H01L,,,,"[""US""]","[[""34.1447"", ""-118.644""]]"
Electron beam exposure system,H01J,G21K,,,"[""JP""]","[[""35.445"", ""139.637""]]"
Method for the operation of a CID sensor matrix,H03K,H01L,,,"[""DE""]","[[""48.1371"", ""11.5754""]]"
Alpha tantalum thin film circuit device,H03H,,,,"[""US""]","[[""42.684"", ""-71.1127""], [""42.6572"", ""-71.1409""]]"
Semiconductor strain gauge,G01L,,,,"[""US""]","[[""41.2429"", ""-73.2007""]]"
Semiconductor transducers employing ion implantation terminal configurations,G01L,,,,"[""US""]","[[""40.8929"", ""-73.9726""], [""41.0168"", ""-74.2057""]]"
Planar doped barrier semiconductor device,H01L,,,,"[""US""]","[[""42.4396"", ""-76.4968""]]"
Heterojunction-diode transistor EBS amplifier,H01L,,,,"[""US""]","[[""32.7174"", ""-117.163""]]"
Notched cell ROM,H01L,G11C,,,"[""US""]","[[""37.2638"", ""-122.023""]]"
"Power, ground and decoupling structure for chip carriers",H01L,,,,"[""US""]","[[""44.0315"", ""-70.1045""]]"
Very high speed large system integration chip package and structure,H01L,,,,"[""US""]","[[""44.0315"", ""-70.1045""]]"
Casing for an electrical component having improved strength and heat transfer characteristics,H05K,,,,"[""US""]","[[""38.9556"", ""-90.1868""]]"
System for transferring a fine pattern onto a target,G21K,,,,"[""JP""]","[[""35.6828"", ""139.759""], [""35.445"", ""139.637""]]"
Process for fabricating CMOS devices with self-aligned channel stops,H01L,,,,"[""US""]","[[""34.0537"", ""-118.243""]]"
Method for manufacturing a charge splitting resistive layer for a semiconductor gamma camera,H01L,,,,"[""US""]","[[""39.9623"", ""-83.0007""], [""40.1261"", ""-82.9295""]]"
Method of manufacturing dielectrically-isolated single-crystal semiconductor substrates,H01L,,,,"[""US""]","[[""40.3334"", ""-74.6004""]]"
Machine for bending conductors of a semiconductor chip device,B21D,,,,"[""FR""]","[[""48.8688"", ""2.41737""]]"
Distributorless ignition system for multicylinder internal-combustion engines,F02P,,,,"[""JP""]","[[""34.9747"", ""137.003""], [""34.9747"", ""137.003""], [""35.7934"", ""139.565""], [""35.9251"", ""139.486""], [""34.8938"", ""136.937""]]"
Method of making precision doped polysilicon vertical ballast resistors by multiple implantations,H01L,,,,"[""US""]","[[""33.8358"", ""-118.341""]]"
Apparatus and method for tape bonding and testing of integrated circuit chips,G01R,,,,"[""US""]","[[""39.272"", ""-76.7318""]]"
Method for manufacture of interdigital periodic structure device,C30B,,,,"[""JP""]","[[""34.834"", ""135.554""]]"
Method of manufacturing a detector device,H01L,B44C,C03C,,"[""GB""]","[[""50.9025"", ""-1.40419""]]"
Etching of tantalum silicide/doped polysilicon structures,H01L,B44C,C03C,C23F,"[""US""]","[[""40.541"", ""-74.5875""]]"
Polymeric insulation layer etching process and composition,B44C,C03C,,,"[""US""]","[[""37.3229"", ""-122.032""]]"
Apparatus and method for measuring the concentration of components in fluids,G01N,,,,"[""US""]","[[""40.7596"", ""-111.887""]]"
Formation of electrodes for magnetoresistive sensor,C23C,,,,"[""JP""]","[[""35.5516"", ""138.905""], [""35.7994"", ""139.469""], [""35.2637"", ""139.15""], [""35.5516"", ""138.905""], [""35.2637"", ""139.15""]]"
Preparation of stable electrically conductive polymers,H01B,,,,"[""DE""]","[[""49.5218"", ""8.06195""], [""51.1278"", ""14.1796""], [""47.8178"", ""9.05657""], [""47.8178"", ""9.05657""]]"
Method for manufacturing semiconductor device,H01L,,,,"[""JP""]","[[""34.9291"", ""134.86""], [""34.9291"", ""134.86""], [""34.9291"", ""134.86""], [""34.9291"", ""134.86""], [""34.9291"", ""134.86""], [""34.9291"", ""134.86""]]"
Method for forming a pattern in a thin-film transistor having tellurium semiconductor layer,C23F,G03C,H01L,,"[""JP""]","[[""34.6915"", ""135.696""]]"
Polycrystalline photovoltaic cell,H01L,,,,"[""US""]","[[""31.7866"", ""-106.441""], [""31.7866"", ""-106.441""]]"
Microcircuit flat pack with integral shell,H05K,,,,"[""US""]","[[""41.5918"", ""-70.9411""]]"
Method for dry-etching,H01L,,,,"[""JP"", ""US""]","[[""35.7252"", ""139.477""], [""35.6372"", ""139.443""], [""47.4235"", ""-120.31""], [""33.8395"", ""132.765""]]"
Photo coupler device molding including filler particles,G02B,,,,"[""JP""]","[[""34.5094"", ""135.793""]]"
Integrated circuit incorporating low voltage and high voltage semiconductor devices,H01L,H03K,,,"[""US""]","[[""43.1065"", ""-76.2177""], [""43.1587"", ""-76.3327""], [""43.1065"", ""-76.2177""], [""43.1198"", ""-74.3675""]]"
Apparatus for processing CCD output signals,H03H,,,,"[""US""]","[[""40.2206"", ""-74.7597""]]"
Light emitting diode,H01L,,,,"[""JP""]","[[""34.4576"", ""135.564""], [""34.6938"", ""135.501""]]"
Integrated opto-electronic relay using a semiconductor with persistent photoconductivity and a matrix of such relays,H01G,,,,"[""FR""]","[[""45.2092"", ""5.7812""]]"
Color solid-state imager,H01L,,,,"[""JP""]","[[""35.6828"", ""139.759""], [""35.6602"", ""139.283""], [""35.6828"", ""139.759""], [""35.8616"", ""139.646""], [""35.6828"", ""139.759""], [""35.4285"", ""140.288""], [""35.6828"", ""139.759""]]"
Semiconductor device,H01L,,,,"[""JP""]","[[""35.6828"", ""139.759""], [""35.5656"", ""139.236""], [""35.445"", ""139.637""], [""35.5656"", ""139.236""], [""35.6828"", ""139.759""]]"
Simplified BIFET structure,H01L,,,,"[""US""]","[[""37.3791"", ""-122.117""], [""37.3362"", ""-121.891""], [""37.3688"", ""-122.036""]]"
Polysilicon interconnects with pin poly diodes,H01L,,,,"[""JP""]","[[""35.445"", ""139.637""], [""35.445"", ""139.637""]]"
Semiconductor integrated circuit and wiring method,H01L,,,,"[""JP""]","[[""35.5656"", ""139.236""], [""35.445"", ""139.637""], [""35.445"", ""139.637""]]"
Multiple trim structure,H01L,G05F,,,"[""US""]","[[""37.3688"", ""-122.036""]]"
Planar structure for high voltage semiconductor devices with gaps in glassy layer over high field regions,H01L,,,,"[""US""]","[[""33.8456"", ""-118.389""], [""33.8916"", ""-118.395""]]"
Programmable bipolar structures,G11C,,,,"[""US""]","[[""44.491"", ""-73.1861""]]"
EPROM Cell with reduced programming voltage and method of fabrication,G11C,,,,"[""US""]","[[""37.4863"", ""-122.233""], [""37.5483"", ""-121.989""], [""37.4283"", ""-121.907""], [""37.4443"", ""-122.16""]]"
